timestamp,near_month_expiry,near_month_open,near_month_high,near_month_low,near_month_close,near_month_volume,mid_month_expiry,mid_month_open,mid_month_high,mid_month_low,mid_month_close,mid_month_volume
2025-08-28 10:02:00,2025-08-28,23835.83,23835.89,23834.55,23835.17,27519,2025-09-25,23919.36,23920.35,23917.89,23918.48,5851
2025-08-28 10:03:00,2025-08-28,23835.79,23836.61,23834.51,23836.44,20418,2025-09-25,23919.6,23919.7,23915.87,23916.08,7015
2025-08-28 10:04:00,2025-08-28,23829.47,23830.7,23828.84,23830.4,9152,2025-09-25,23910.04,23914.07,23909.69,23912.11,4836
2025-08-28 10:05:00,2025-08-28,23831.56,23832.09,23829.67,23830.21,16564,2025-09-25,23912.02,23912.78,23910.24,23910.55,2594
2025-08-28 10:06:00,2025-08-28,23852.61,23855.27,23851.34,23854.86,13957,2025-09-25,23932.7,23934.61,23930.88,23934.27,5855
2025-08-28 10:07:00,2025-08-28,23834.33,23835.79,23833.68,23834.07,24037,2025-09-25,23913.7,23914.64,23911.82,23912.14,2800
2025-08-28 10:08:00,2025-08-28,23819.73,23820.42,23819.48,23820.01,24224,2025-09-25,23899.77,23901.98,23899.32,23901.89,5809
2025-08-28 10:09:00,2025-08-28,23841.15,23841.45,23840.44,23840.71,19632,2025-09-25,23924.81,23925.83,23924.03,23925.78,7347
2025-08-28 10:10:00,2025-08-28,23856.57,23856.91,23856.4,23856.74,11194,2025-09-25,23934.5,23938.92,23934.08,23936.95,11272
2025-08-28 10:11:00,2025-08-28,23851.7,23852.41,23851.36,23851.44,9387,2025-09-25,23938.6,23938.6,23936.02,23937.28,1880
2025-08-28 10:12:00,2025-08-28,23864.62,23867.14,23864.36,23865.83,22002,2025-09-25,23948.72,23949.45,23947.04,23947.39,8025
2025-08-28 10:13:00,2025-08-28,23867.15,23869.63,23866.99,23869.56,25372,2025-09-25,23953.44,23953.65,23952.14,23952.15,6306
2025-08-28 10:14:00,2025-08-28,23892.33,23894.26,23892.21,23893.96,4404,2025-09-25,23977.62,23978.48,23976.56,23976.58,1712
2025-08-28 10:15:00,2025-08-28,23896.18,23896.26,23894.74,23895.48,14398,2025-09-25,23980.15,23982.7,23979.84,23981.5,4120
2025-08-28 10:16:00,2025-08-28,23911.31,23911.74,23909.9,23910.26,26132,2025-09-25,23992.63,23992.76,23991.24,23991.95,2744
2025-08-28 10:17:00,2025-08-28,23952.21,23952.54,23950.13,23951.08,25139,2025-09-25,24035.75,24037.64,24035.47,24036.63,3776
2025-08-28 10:18:00,2025-08-28,23963.12,23963.33,23961.49,23961.63,6865,2025-09-25,24048.73,24049.51,24044.1,24044.77,4382
2025-08-28 10:19:00,2025-08-28,23959.25,23959.84,23959.2,23959.72,7459,2025-09-25,24046.59,24047.28,24045.29,24045.88,5713
2025-08-28 10:20:00,2025-08-28,23972.64,23974.34,23971.94,23974.32,11931,2025-09-25,24055.23,24056.21,24054.76,24055.19,7054
2025-08-28 10:21:00,2025-08-28,23965.89,23966.68,23964.85,23965.59,16889,2025-09-25,24054.3,24055.46,24053.41,24055.13,1510
2025-08-28 10:22:00,2025-08-28,24004.22,24004.87,24003.48,24004.64,6996,2025-09-25,24092.62,24095.73,24091.5,24094.35,3199
2025-08-28 10:23:00,2025-08-28,24006.72,24007.46,24006.1,24007.23,8673,2025-09-25,24089.4,24090.76,24088.59,24089.93,2482
2025-08-28 10:24:00,2025-08-28,24002.3,24004.24,24001.69,24003.6,11551,2025-09-25,24086.94,24087.84,24086.29,24086.73,7271
2025-08-28 10:25:00,2025-08-28,23989.88,23990.72,23989.63,23990.0,11413,2025-09-25,24075.54,24076.14,24073.57,24073.6,4955
2025-08-28 10:26:00,2025-08-28,24005.37,24006.79,24005.24,24006.64,15269,2025-09-25,24090.85,24091.08,24087.86,24087.9,7258
2025-08-28 10:27:00,2025-08-28,24020.51,24020.66,24018.91,24020.39,11943,2025-09-25,24105.24,24107.68,24104.11,24107.35,3829
2025-08-28 10:28:00,2025-08-28,24012.89,24013.79,24011.97,24012.89,13825,2025-09-25,24096.39,24097.17,24095.25,24095.35,1754
2025-08-28 10:29:00,2025-08-28,24021.33,24022.21,24020.95,24021.61,15821,2025-09-25,24110.68,24111.43,24108.2,24109.39,11384
2025-08-28 10:30:00,2025-08-28,23998.14,23998.52,23997.94,23998.38,13550,2025-09-25,24077.02,24077.4,24076.29,24076.96,2637
2025-08-28 10:31:00,2025-08-28,24002.23,24002.78,24000.12,24000.37,20969,2025-09-25,24088.39,24090.98,24088.0,24090.03,2832
2025-08-28 10:32:00,2025-08-28,24011.63,24012.0,24009.22,24009.25,8647,2025-09-25,24096.3,24096.42,24095.88,24095.99,3038
2025-08-28 10:33:00,2025-08-28,24035.36,24035.79,24034.95,24035.02,25207,2025-09-25,24116.19,24120.54,24115.57,24118.73,11803
2025-08-28 10:34:00,2025-08-28,24019.8,24021.66,24018.48,24021.35,17671,2025-09-25,24110.01,24110.83,24108.42,24110.74,7985
2025-08-28 10:35:00,2025-08-28,24003.88,24005.22,24003.8,24003.8,19490,2025-09-25,24089.53,24089.86,24087.55,24088.53,7908
2025-08-28 10:36:00,2025-08-28,23991.16,23992.09,23989.61,23989.64,17058,2025-09-25,24071.92,24072.75,24070.14,24071.11,11860
2025-08-28 10:37:00,2025-08-28,23968.37,23970.15,23968.08,23969.32,21595,2025-09-25,24048.85,24051.48,24048.49,24050.55,2428
2025-08-28 10:38:00,2025-08-28,23989.26,23989.98,23988.26,23989.59,13406,2025-09-25,24077.52,24078.44,24076.19,24077.06,11732
2025-08-28 10:39:00,2025-08-28,24012.38,24013.94,24011.62,24013.87,13687,2025-09-25,24102.23,24102.88,24100.65,24101.09,3642
2025-08-28 10:40:00,2025-08-28,24016.22,24017.14,24016.05,24016.89,24843,2025-09-25,24105.15,24105.52,24104.35,24104.7,8042
2025-08-28 10:41:00,2025-08-28,24036.42,24038.16,24035.67,24037.42,17501,2025-09-25,24121.6,24122.38,24120.21,24120.42,5910
2025-08-28 10:42:00,2025-08-28,24040.68,24041.86,24040.21,24041.82,6984,2025-09-25,24130.87,24131.73,24128.73,24129.53,5531
2025-08-28 10:43:00,2025-08-28,24036.34,24037.53,24036.11,24037.45,14499,2025-09-25,24123.44,24126.86,24123.43,24124.79,11278
2025-08-28 10:44:00,2025-08-28,24035.66,24036.69,24032.06,24032.13,11374,2025-09-25,24122.77,24123.58,24121.19,24123.42,3066
2025-08-28 10:45:00,2025-08-28,24028.51,24029.37,24028.37,24029.21,14260,2025-09-25,24118.53,24119.78,24116.46,24117.31,11969
2025-08-28 10:46:00,2025-08-28,24003.07,24003.98,24002.02,24003.79,15572,2025-09-25,24089.28,24091.34,24088.44,24090.71,5480
2025-08-28 10:47:00,2025-08-28,24005.15,24006.86,24004.04,24006.18,20005,2025-09-25,24098.47,24101.0,24097.71,24099.77,8312
2025-08-28 10:48:00,2025-08-28,24008.46,24009.31,24006.06,24006.49,11182,2025-09-25,24095.09,24097.3,24094.07,24097.03,11663
2025-08-28 10:49:00,2025-08-28,24018.36,24019.34,24017.83,24018.74,18230,2025-09-25,24106.91,24107.26,24105.15,24106.22,2104
2025-08-28 10:50:00,2025-08-28,24021.19,24021.76,24019.81,24020.28,13781,2025-09-25,24110.82,24111.37,24107.79,24109.33,11190
2025-08-28 10:51:00,2025-08-28,24018.6,24019.76,24017.87,24018.16,13440,2025-09-25,24104.41,24107.37,24103.0,24106.79,7462
2025-08-28 10:52:00,2025-08-28,24003.19,24005.54,24002.42,24004.78,18703,2025-09-25,24089.45,24091.22,24089.14,24091.17,8896
2025-08-28 10:53:00,2025-08-28,24005.39,24005.7,24004.67,24005.55,24935,2025-09-25,24093.45,24097.56,24092.23,24097.49,3066
2025-08-28 10:54:00,2025-08-28,24017.3,24017.95,24016.08,24017.17,16401,2025-09-25,24100.93,24101.66,24100.05,24100.4,7100
2025-08-28 10:55:00,2025-08-28,23997.74,23999.72,23997.02,23999.5,7657,2025-09-25,24086.81,24087.87,24085.94,24086.74,8571
2025-08-28 10:56:00,2025-08-28,23998.86,23999.88,23998.83,23999.23,6835,2025-09-25,24090.66,24093.58,24089.98,24092.06,6290
2025-08-28 10:57:00,2025-08-28,24003.53,24004.33,24002.44,24002.58,11925,2025-09-25,24090.04,24092.88,24089.79,24091.71,3127
2025-08-28 10:58:00,2025-08-28,23990.82,23992.59,23990.36,23992.48,23735,2025-09-25,24084.83,24085.6,24081.56,24082.49,4063
2025-08-28 10:59:00,2025-08-28,23982.65,23984.96,23981.41,23984.29,10125,2025-09-25,24072.12,24072.42,24068.5,24068.58,10471
2025-08-28 11:00:00,2025-08-28,23986.7,23987.73,23986.06,23987.6,25056,2025-09-25,24074.22,24076.71,24073.91,24075.83,1861
2025-08-28 11:01:00,2025-08-28,23968.92,23969.68,23968.43,23969.43,10669,2025-09-25,24059.5,24061.08,24059.01,24060.55,8943
2025-08-28 11:02:00,2025-08-28,23973.14,23975.23,23972.2,23974.79,22675,2025-09-25,24070.56,24073.07,24067.08,24068.23,11993
2025-08-28 11:03:00,2025-08-28,23960.32,23962.76,23959.95,23961.74,17311,2025-09-25,24047.25,24048.96,24045.68,24046.6,1578
2025-08-28 11:04:00,2025-08-28,23976.42,23978.06,23975.62,23977.32,24967,2025-09-25,24063.54,24067.24,24063.01,24066.96,3190
2025-08-28 11:05:00,2025-08-28,24014.66,24015.46,24013.44,24013.75,6899,2025-09-25,24105.14,24105.16,24103.53,24104.14,8578
2025-08-28 11:06:00,2025-08-28,23998.44,24000.41,23997.95,24000.24,18491,2025-09-25,24094.03,24094.91,24091.5,24092.04,2129
2025-08-28 11:07:00,2025-08-28,24007.43,24009.01,24006.98,24008.95,8062,2025-09-25,24101.44,24102.48,24101.18,24102.48,7692
2025-08-28 11:08:00,2025-08-28,23996.44,23998.39,23996.18,23998.0,10128,2025-09-25,24091.59,24091.94,24090.19,24090.98,8682
2025-08-28 11:09:00,2025-08-28,24013.18,24013.57,24012.71,24013.15,13882,2025-09-25,24104.53,24105.35,24103.85,24104.93,7675
2025-08-28 11:10:00,2025-08-28,23991.4,23993.84,23991.19,23993.11,15398,2025-09-25,24084.17,24084.6,24082.39,24083.99,5334
2025-08-28 11:11:00,2025-08-28,24003.0,24003.12,24001.74,24002.83,12217,2025-09-25,24090.24,24090.31,24089.46,24089.65,8821
2025-08-28 11:12:00,2025-08-28,23989.66,23990.6,23988.25,23988.54,16345,2025-09-25,24081.92,24082.58,24080.75,24080.95,7740
2025-08-28 11:13:00,2025-08-28,23984.02,23985.63,23983.46,23985.43,17855,2025-09-25,24081.6,24081.63,24077.85,24079.55,3680
2025-08-28 11:14:00,2025-08-28,23969.29,23969.97,23968.52,23968.79,25917,2025-09-25,24057.76,24059.74,24057.09,24057.18,7412
2025-08-28 11:15:00,2025-08-28,23981.53,23981.7,23981.39,23981.43,21233,2025-09-25,24070.69,24071.18,24069.56,24070.27,10760
2025-08-28 11:16:00,2025-08-28,23969.79,23970.35,23968.11,23968.16,26192,2025-09-25,24061.48,24063.29,24060.68,24061.62,8501
2025-08-28 11:17:00,2025-08-28,23979.36,23979.6,23977.19,23977.51,22890,2025-09-25,24067.85,24070.4,24067.72,24069.93,6453
2025-08-28 11:18:00,2025-08-28,23973.95,23974.37,23971.58,23972.3,21707,2025-09-25,24060.85,24061.86,24060.56,24060.97,4876
2025-08-28 11:19:00,2025-08-28,23971.19,23971.54,23970.55,23970.57,21082,2025-09-25,24063.6,24066.79,24063.23,24064.91,2401
2025-08-28 11:20:00,2025-08-28,23971.41,23972.41,23971.18,23972.31,25942,2025-09-25,24063.16,24065.95,24063.14,24065.87,4068
2025-08-28 11:21:00,2025-08-28,23959.07,23959.72,23958.9,23959.49,19757,2025-09-25,24052.73,24054.11,24050.58,24050.8,1617
2025-08-28 11:22:00,2025-08-28,23966.03,23966.1,23963.99,23964.07,7737,2025-09-25,24054.3,24054.46,24053.18,24054.14,11859
2025-08-28 11:23:00,2025-08-28,23990.21,23990.47,23987.34,23988.17,24000,2025-09-25,24080.29,24080.62,24078.39,24078.72,3836
2025-08-28 11:24:00,2025-08-28,23974.52,23976.54,23973.72,23975.83,7140,2025-09-25,24069.16,24070.45,24068.87,24069.95,10056
2025-08-28 11:25:00,2025-08-28,23993.28,23994.38,23992.84,23994.25,27764,2025-09-25,24079.47,24084.0,24079.14,24082.67,3270
2025-08-28 11:26:00,2025-08-28,24015.1,24017.26,24014.68,24016.89,19934,2025-09-25,24104.59,24107.85,24104.29,24107.05,4477
2025-08-28 11:27:00,2025-08-28,24007.01,24007.04,24004.56,24004.69,21865,2025-09-25,24091.67,24095.25,24091.11,24094.81,5891
2025-08-28 11:28:00,2025-08-28,23981.1,23982.54,23980.93,23981.57,7008,2025-09-25,24070.33,24072.99,24070.17,24072.67,4906
2025-08-28 11:29:00,2025-08-28,23985.95,23987.11,23985.47,23986.2,16926,2025-09-25,24075.23,24077.07,24074.65,24076.77,9882
2025-08-28 11:30:00,2025-08-28,23977.03,23977.32,23976.6,23977.15,4504,2025-09-25,24068.84,24069.99,24067.2,24069.67,11555
2025-08-28 11:31:00,2025-08-28,24006.26,24006.68,24006.09,24006.21,19590,2025-09-25,24101.21,24101.24,24099.66,24100.01,10690
2025-08-28 11:32:00,2025-08-28,24005.3,24007.5,24005.24,24006.84,26321,2025-09-25,24098.36,24100.14,24097.18,24099.43,3112
2025-08-28 11:33:00,2025-08-28,23994.43,23995.36,23993.92,23994.79,6249,2025-09-25,24086.26,24087.89,24084.78,24087.72,9655
2025-08-28 11:34:00,2025-08-28,23978.82,23979.55,23977.52,23977.81,8509,2025-09-25,24066.94,24068.33,24066.3,24067.49,3053
2025-08-28 11:35:00,2025-08-28,23992.75,23994.52,23991.95,23993.44,15244,2025-09-25,24085.95,24086.96,24084.03,24084.41,11090
2025-08-28 11:36:00,2025-08-28,23986.03,23986.22,23985.25,23985.4,23094,2025-09-25,24069.92,24073.68,24069.33,24073.53,6937
2025-08-28 11:37:00,2025-08-28,23986.0,23986.31,23985.68,23986.25,8714,2025-09-25,24080.65,24080.75,24079.27,24079.44,5032
2025-08-28 11:38:00,2025-08-28,23999.7,24001.89,23999.52,24001.18,20523,2025-09-25,24093.07,24093.32,24092.54,24092.57,3148
2025-08-28 11:39:00,2025-08-28,23993.22,23994.08,23992.69,23993.76,16585,2025-09-25,24087.6,24088.48,24085.16,24085.61,1623
2025-08-28 11:40:00,2025-08-28,23991.21,23991.54,23990.75,23991.45,11802,2025-09-25,24084.64,24085.9,24084.5,24085.53,4103
2025-08-28 11:41:00,2025-08-28,23991.69,23992.94,23991.47,23992.0,20346,2025-09-25,24086.0,24088.83,24085.47,24088.22,11097
2025-08-28 11:42:00,2025-08-28,24000.19,24002.18,23999.99,24001.79,7515,2025-09-25,24095.57,24096.44,24094.19,24094.79,9871
2025-08-28 11:43:00,2025-08-28,24011.98,24012.38,24011.09,24012.27,19742,2025-09-25,24104.03,24104.52,24100.8,24101.3,11682
2025-08-28 11:44:00,2025-08-28,24011.24,24011.96,24009.68,24010.36,25876,2025-09-25,24105.71,24107.19,24104.97,24106.33,2557
2025-08-28 11:45:00,2025-08-28,24008.98,24010.11,24008.93,24009.52,21837,2025-09-25,24103.84,24106.6,24102.38,24106.12,7717
2025-08-28 11:46:00,2025-08-28,24005.14,24005.56,24002.69,24003.26,6713,2025-09-25,24098.39,24098.81,24096.6,24097.19,4200
2025-08-28 11:47:00,2025-08-28,23981.3,23981.34,23979.73,23980.96,26246,2025-09-25,24073.16,24074.79,24072.22,24074.67,7200
2025-08-28 11:48:00,2025-08-28,23982.92,23983.75,23982.68,23983.65,12123,2025-09-25,24081.27,24081.32,24078.77,24079.83,4864
2025-08-28 11:49:00,2025-08-28,24014.73,24014.83,24014.36,24014.61,24108,2025-09-25,24106.0,24107.2,24105.84,24106.66,4476
2025-08-28 11:50:00,2025-08-28,24000.08,24000.8,23999.1,24000.58,7813,2025-09-25,24093.75,24097.65,24092.41,24097.32,7525
2025-08-28 11:51:00,2025-08-28,23989.53,23989.54,23987.33,23987.68,27820,2025-09-25,24079.8,24082.92,24079.18,24081.73,3424
2025-08-28 11:52:00,2025-08-28,23974.31,23976.27,23973.74,23975.76,10127,2025-09-25,24071.91,24072.37,24070.62,24071.26,6425
2025-08-28 11:53:00,2025-08-28,23986.42,23986.85,23986.08,23986.81,8795,2025-09-25,24078.08,24080.58,24077.17,24080.39,8333
2025-08-28 11:54:00,2025-08-28,23991.83,23994.04,23991.71,23993.33,10086,2025-09-25,24084.22,24086.71,24084.0,24086.61,2845
2025-08-28 11:55:00,2025-08-28,23992.23,23992.5,23990.86,23990.96,10270,2025-09-25,24082.63,24083.73,24082.46,24083.43,11271
2025-08-28 11:56:00,2025-08-28,23977.69,23978.75,23976.13,23976.71,26437,2025-09-25,24069.55,24071.88,24069.43,24071.02,6810
2025-08-28 11:57:00,2025-08-28,23977.99,23978.52,23977.67,23977.91,13610,2025-09-25,24068.12,24070.32,24067.68,24069.96,10105
2025-08-28 11:58:00,2025-08-28,23953.89,23954.82,23953.88,23953.9,8662,2025-09-25,24043.87,24044.42,24043.46,24044.22,8366
2025-08-28 11:59:00,2025-08-28,23956.85,23956.89,23954.68,23955.74,20321,2025-09-25,24045.17,24049.9,24044.75,24049.17,8955
2025-08-28 12:00:00,2025-08-28,23971.1,23972.09,23968.14,23968.24,9230,2025-09-25,24058.29,24061.16,24057.84,24060.74,9019
2025-08-28 12:01:00,2025-08-28,23950.22,23951.0,23949.56,23950.83,18687,2025-09-25,24043.47,24043.88,24040.5,24041.95,10688
2025-08-28 12:02:00,2025-08-28,23926.42,23926.93,23925.89,23926.03,8185,2025-09-25,24021.23,24022.12,24020.47,24021.49,7942
2025-08-28 12:03:00,2025-08-28,23949.62,23951.34,23948.77,23950.83,23911,2025-09-25,24046.03,24048.57,24045.58,24047.02,4421
2025-08-28 12:04:00,2025-08-28,23939.99,23941.93,23938.77,23940.98,21850,2025-09-25,24034.94,24035.08,24033.72,24034.09,2544
2025-08-28 12:05:00,2025-08-28,23961.39,23962.18,23958.89,23959.28,21234,2025-09-25,24055.03,24055.08,24054.01,24054.98,7865
2025-08-28 12:06:00,2025-08-28,23957.41,23957.76,23956.74,23956.98,8621,2025-09-25,24051.02,24052.38,24050.27,24051.58,2196
2025-08-28 12:07:00,2025-08-28,23955.95,23956.55,23952.74,23953.71,21891,2025-09-25,24051.65,24053.26,24050.62,24051.1,4033
2025-08-28 12:08:00,2025-08-28,23959.2,23961.68,23958.61,23960.53,15938,2025-09-25,24054.54,24056.83,24053.98,24056.02,2137
2025-08-28 12:09:00,2025-08-28,23947.14,23947.96,23945.65,23945.83,27123,2025-09-25,24041.63,24042.77,24040.83,24042.73,7263
2025-08-28 12:10:00,2025-08-28,23948.31,23948.73,23947.98,23948.49,26357,2025-09-25,24044.38,24045.86,24043.77,24044.22,3183
2025-08-28 12:11:00,2025-08-28,23942.92,23943.51,23942.12,23943.49,8939,2025-09-25,24043.47,24044.79,24040.16,24041.13,7909
2025-08-28 12:12:00,2025-08-28,23919.34,23922.29,23918.92,23922.05,18507,2025-09-25,24014.71,24016.26,24014.27,24015.42,9804
2025-08-28 12:13:00,2025-08-28,23927.83,23928.9,23927.72,23928.6,26273,2025-09-25,24022.54,24023.06,24020.34,24020.36,10129
2025-08-28 12:14:00,2025-08-28,23921.78,23923.12,23921.59,23923.08,7365,2025-09-25,24019.09,24019.21,24017.33,24017.68,4750
2025-08-28 12:15:00,2025-08-28,23919.88,23921.53,23919.66,23920.86,25931,2025-09-25,24013.72,24017.55,24012.61,24016.27,7264
2025-08-28 12:16:00,2025-08-28,23902.53,23904.06,23901.94,23903.07,24808,2025-09-25,24003.32,24003.41,23998.6,23999.23,7411
2025-08-28 12:17:00,2025-08-28,23927.19,23928.51,23925.91,23927.08,5193,2025-09-25,24019.58,24019.83,24018.44,24018.98,6465
2025-08-28 12:18:00,2025-08-28,23941.03,23941.04,23939.18,23939.72,23791,2025-09-25,24039.67,24039.84,24038.8,24039.21,8378
2025-08-28 12:19:00,2025-08-28,23956.81,23956.97,23955.76,23956.13,7186,2025-09-25,24049.06,24051.13,24048.54,24050.57,3705
2025-08-28 12:20:00,2025-08-28,23952.75,23953.41,23950.28,23951.36,24504,2025-09-25,24047.48,24047.67,24046.82,24047.34,11782
2025-08-28 12:21:00,2025-08-28,23923.24,23924.03,23922.89,23923.47,22069,2025-09-25,24016.02,24018.88,24015.45,24018.47,2529
2025-08-28 12:22:00,2025-08-28,23955.27,23955.51,23954.45,23954.64,18860,2025-09-25,24058.37,24059.3,24055.82,24056.36,10206
2025-08-28 12:23:00,2025-08-28,23954.27,23954.7,23952.76,23953.62,19364,2025-09-25,24050.19,24052.89,24049.45,24051.4,7738
